内部商品名称,内部规格,内部条码,内部销售价,总销量,进货价,外部商品名称,外部规格,外部活动价,外部原价,匹配结果,商品分类,线上原价,线上活动价,定价类型,线下价格
得力A4透明按扣文件袋资料袋档案袋白色1个,1个,3007516845191,1.2,0,0.7,A4透明文件袋1个,,1.0,1.0,模糊匹配,C,1.2,1.2,普通商品(低毛利),0.9
德沃多 植物通用型营养液35ml发财树绿萝花卉盆栽花肥绿叶花卉多肉小支液体水培营养液/瓶,35ml*6,6940296808154,24.3,0,17.2,德沃多植物通用型营养液35ml发财树绿萝花卉盆栽花肥绿叶花卉多肉小支液体水培营养液／瓶,35ml*1瓶,0.98,1.5,模糊匹配,C,1.5,0.9,普通商品(低毛利),21.5
德沃多 植物通用型营养液35ml发财树绿萝花卉盆栽花肥绿叶花卉多肉小支液体水培营养液/瓶,35ml,6940296802589,4.2,0,2.9,德沃多植物通用型营养液35ml发财树绿萝花卉盆栽花肥绿叶花卉多肉小支液体水培营养液／瓶,35ml*1瓶,0.98,1.5,条码匹配,C,1.5,0.9,普通商品(低毛利),3.9
心相印商务小200抽抽纸RDT200,400张*3袋,6903244952736,14.1,0,8.3,心相印经典系列3层120抽面巾纸120抽*4包/提,,15.8,15.8,模糊匹配,C,15.9,15.9,普通商品(中毛利),9.5
心相印商务小200抽抽纸RDT200,400张*1袋,6903244952446,7.7,0,2.8,,,,,无匹配,C,9.9,7.2,普通商品(中毛利),5.9
搬家打包袋灰色  超大号收纳袋加厚防潮特大号的手提行李袋塑料袋子【多规格可选】,中号55*80*1个,3007953692617,0.6,0,0.2,【超大巨能装】大容量搬家打包袋大号塑料收纳袋被子收纳袋垃圾袋加厚搬家袋衣服行李整理袋／个,小号65×65cm*1个(10份起购),5.0,0.5,模糊匹配,C,0.5,,普通商品(中毛利),0.5
搬家打包袋灰色  超大号收纳袋加厚防潮特大号的手提行李袋塑料袋子【多规格可选】,中号55*80*10个,3002325542071,2.5,0,2.0,【超大巨能装】大容量搬家打包袋大号塑料收纳袋被子收纳袋垃圾袋加厚搬家袋衣服行李整理袋／个,大号82×125cm*1个,1.5,2.5,模糊匹配,C,2.5,1.5,普通商品(低毛利),2.5
搬家打包袋灰色  超大号收纳袋加厚防潮特大号的手提行李袋塑料袋子【多规格可选】,超大号85*120*10个,3006454491118,12.9,0,5.0,搬家打包袋大号防水编织蛇皮行李口袋收纳袋麻袋加厚袋子神器特大容量／个(款式随机),大号90×60×26cm*1个,12.8,13.8,模糊匹配,C,13.9,12.9,普通商品(中毛利),8.5
搬家打包袋灰色  超大号收纳袋加厚防潮特大号的手提行李袋塑料袋子【多规格可选】,超大号85*120*1个,3003225577774,1.5,0,0.5,【超大巨能装】大容量搬家打包袋大号塑料收纳袋被子收纳袋垃圾袋加厚搬家袋衣服行李整理袋／个,中号65×97cm*1个,0.9,1.5,模糊匹配,C,1.5,0.9,普通商品(中毛利),0.9
方形烤肉纸 尺寸可选烧烤纸吸油纸食物专用硅油纸烤盘烤箱烘焙油纸烘焙垫纸烤盘纸/张,15*20cm*1张,3008515637398,0.1,0,0.1,方形烤肉纸尺寸可选烧烤纸吸油纸食物专用硅油纸烤盘烤箱烘焙油纸烘焙垫纸烤盘纸／张,25cm×30cm*1张（50张起购）,9.5,0.19,模糊匹配,C,0.2,,普通商品(中毛利),0.2
方形烤肉纸 尺寸可选烧烤纸吸油纸食物专用硅油纸烤盘烤箱烘焙油纸烘焙垫纸烤盘纸/张,15*20cm *50张/包,3002860012213,6.0,0,2.8,方形烤肉纸尺寸可选烧烤纸吸油纸食物专用硅油纸烤盘烤箱烘焙油纸烘焙垫纸烤盘纸／张,30cm×40cm*1张,0.28,0.28,模糊匹配,C,0.2,0.2,普通商品(低毛利),3.5
方形烤肉纸 尺寸可选烧烤纸吸油纸食物专用硅油纸烤盘烤箱烘焙油纸烘焙垫纸烤盘纸/张,20*30cm*1张,3007650856718,0.2,0,0.1,方形烤肉纸尺寸可选烧烤纸吸油纸食物专用硅油纸烤盘烤箱烘焙油纸烘焙垫纸烤盘纸／张,25cm×30cm*1张,0.15,0.2,模糊匹配,C,0.2,0.2,普通商品(中毛利),0.2
方形烤肉纸 尺寸可选烧烤纸吸油纸食物专用硅油纸烤盘烤箱烘焙油纸烘焙垫纸烤盘纸/张,20*30cm*50张,3004351591115,9.0,0,4.6,方形烤肉纸尺寸可选烧烤纸吸油纸食物专用硅油纸烤盘烤箱烘焙油纸烘焙垫纸烤盘纸／张,30cm×40cm*1张,0.28,0.28,模糊匹配,C,0.2,0.2,普通商品(低毛利),5.9
晨才 记号笔700 8支/盒 颜色黑,一支,6921980658019,1.5,0,1.0,,,,,无匹配,C,3.5,2.5,普通商品(中毛利),2.2
晨才 记号笔700 8支/盒 颜色黑,8支,3002598832114,14.5,0,8.0,,,,,无匹配,C,28.2,20.2,普通商品(中毛利),16.9
景田 饮用纯净水560ml*24瓶 小瓶装清冽甘甜会议商务办公饮用水囤货装,560ml*24,6944649700157,28.8,0,22.7,【农夫山泉】饮用纯净水550ml*24瓶/包,,,27.9,模糊匹配,C,27.9,27.9,普通商品(低毛利),28.5
束口晒鞋防黄袋 规格可选小白鞋鞋套无纺布鞋子收纳袋白鞋防尘晾鞋袋／个,中号32*38cm*1个,3008596044016,0.3,0,0.2,,,,,无匹配,C,0.9,0.5,普通商品(中毛利),0.5
束口晒鞋防黄袋 规格可选小白鞋鞋套无纺布鞋子收纳袋白鞋防尘晾鞋袋／个,中号32*38cm*10个,3004322023133,2.7,0,2.0,,,,,无匹配,C,7.2,5.2,普通商品(中毛利),4.5
束口晒鞋防黄袋 规格可选小白鞋鞋套无纺布鞋子收纳袋白鞋防尘晾鞋袋／个,大号32*48cm*1个,3003400620615,0.3,0,0.2,,,,,无匹配,C,0.9,0.5,普通商品(中毛利),0.5
束口晒鞋防黄袋 规格可选小白鞋鞋套无纺布鞋子收纳袋白鞋防尘晾鞋袋／个,大号32*48cm*10个,3000690998776,3.0,0,2.0,,,,,无匹配,C,7.2,5.2,普通商品(中毛利),4.5
果子熟了 茶饮料茉莉龙井0糖0卡0脂970ml/瓶,970ml,6973497203336,5.9,0,5.65,果子熟了茉莉龙井茶茉莉花味龙井茶饮品970ml/瓶,,8.0,8.0,条码匹配,C,8.2,8.2,普通商品(低毛利),7.2
水泥钉钢钉 钉子墙钉铁钉洋钉木工钉圆钉水泥钉砖钉混凝土钉子相框钉装修挂钩墙钉/颗,10厘米淬火钢钉,3008465347415,0.7,0,0.6,水泥钉钢钉钉子墙钉铁钉洋钉木工钉圆钉水泥钉砖钉混凝土钉子相框钉装修挂钩墙钉／颗,10cm*1颗,0.5,0.5,模糊匹配,C,0.5,0.5,普通商品(低毛利),0.9
水泥钉钢钉 钉子墙钉铁钉洋钉木工钉圆钉水泥钉砖钉混凝土钉子相框钉装修挂钩墙钉/颗,10厘米淬火钢钉*50起购,3004667282776,37.5,0,30.0,水泥钉钢钉钉子墙钉铁钉洋钉木工钉圆钉水泥钉砖钉混凝土钉子相框钉装修挂钩墙钉／颗,10cm*1颗,0.5,0.5,模糊匹配,C,0.5,0.5,普通商品(低毛利),37.5
水泥钉钢钉 钉子墙钉铁钉洋钉木工钉圆钉水泥钉砖钉混凝土钉子相框钉装修挂钩墙钉/颗,2.5厘米钢钉,3002886929519,0.1,0,0.1,水泥钉钢钉钉子墙钉铁钉洋钉木工钉圆钉水泥钉砖钉混凝土钉子相框钉装修挂钩墙钉／颗,2.5cm*1颗,0.1,0.1,模糊匹配,C,0.2,0.2,普通商品(中毛利),0.2
水泥钉钢钉 钉子墙钉铁钉洋钉木工钉圆钉水泥钉砖钉混凝土钉子相框钉装修挂钩墙钉/颗,2.5厘米钢钉*50起购,3001391779411,6.3,0,5.0,水泥钉钢钉钉子墙钉铁钉洋钉木工钉圆钉水泥钉砖钉混凝土钉子相框钉装修挂钩墙钉／颗,10cm*1颗,0.5,0.5,模糊匹配,C,0.5,0.5,普通商品(低毛利),6.2
水泥钉钢钉 钉子墙钉铁钉洋钉木工钉圆钉水泥钉砖钉混凝土钉子相框钉装修挂钩墙钉/颗,4厘米淬火钢钉,3007506899418,0.2,0,0.1,水泥钉钢钉钉子墙钉铁钉洋钉木工钉圆钉水泥钉砖钉混凝土钉子相框钉装修挂钩墙钉／颗,4cm*1颗（50份起购）,14.5,0.29,模糊匹配,C,0.2,,普通商品(中毛利),0.2
水泥钉钢钉 钉子墙钉铁钉洋钉木工钉圆钉水泥钉砖钉混凝土钉子相框钉装修挂钩墙钉/颗,4厘米淬火钢钉*50起购,3002523906712,8.1,0,5.0,水泥钉钢钉钉子墙钉铁钉洋钉木工钉圆钉水泥钉砖钉混凝土钉子相框钉装修挂钩墙钉／颗,10cm*1颗,0.5,0.5,模糊匹配,C,0.5,0.5,普通商品(低毛利),6.2
水泥钉钢钉 钉子墙钉铁钉洋钉木工钉圆钉水泥钉砖钉混凝土钉子相框钉装修挂钩墙钉/颗,6厘米淬火钢钉,3009049347586,0.3,0,0.2,水泥钉钢钉钉子墙钉铁钉洋钉木工钉圆钉水泥钉砖钉混凝土钉子相框钉装修挂钩墙钉／颗,4cm*1颗,0.3,0.3,模糊匹配,C,0.5,0.5,普通商品(中毛利),0.5
水泥钉钢钉 钉子墙钉铁钉洋钉木工钉圆钉水泥钉砖钉混凝土钉子相框钉装修挂钩墙钉/颗,6厘米淬火钢钉*50起购,3002857019614,10.8,0,10.0,水泥钉钢钉钉子墙钉铁钉洋钉木工钉圆钉水泥钉砖钉混凝土钉子相框钉装修挂钩墙钉／颗,10cm*1颗,0.5,0.5,模糊匹配,C,0.5,0.5,普通商品(低毛利),12.5
【款式可选永吉 红包大号8.5*16.5cm加厚红包封压岁钱结婚喜字堵门通用生日红包/个,1包（6个）,3008809214212,2.3,0,0.9,【款式可选】永吉红包大号8.5x16.5cm加厚红包封压岁钱结婚喜字堵门通用生日红包／个,福*1个,0.6,0.65,模糊匹配,C,0.9,0.9,普通商品(低毛利),1.2
【款式可选永吉 红包大号8.5*16.5cm加厚红包封压岁钱结婚喜字堵门通用生日红包/个,1个,3003013032812,0.2,0,0.2,【款式可选】永吉红包大号8.5x16.5cm加厚红包封压岁钱结婚喜字堵门通用生日红包／个,金榜题名*1个,0.3,0.5,模糊匹配,C,0.5,0.5,普通商品(中毛利),0.5
【款式可选】永吉 红包大号8.5*16.5cm加厚红包封压岁钱结婚喜字堵门通用生日红包/个,1包（6个）,3002269929150,2.3,0,0.9,【款式可选】永吉红包大号8.5x16.5cm加厚红包封压岁钱结婚喜字堵门通用生日红包／个,福*1个,0.6,0.65,模糊匹配,C,0.9,0.9,普通商品(低毛利),1.2
【款式可选】永吉 红包大号8.5*16.5cm加厚红包封压岁钱结婚喜字堵门通用生日红包/个,1个,3006296691318,0.2,0,0.2,【款式可选】永吉红包大号8.5x16.5cm加厚红包封压岁钱结婚喜字堵门通用生日红包／个,金榜题名*1个,0.3,0.5,模糊匹配,C,0.5,0.5,普通商品(中毛利),0.5
【款式可选】永吉 百日之喜红包大号8.5*16.5cm加厚红包喜字通用生日红包/个,1包（6个）,3000186366584,2.3,0,0.9,【款式可选】永吉红包大号8.5x16.5cm加厚红包封压岁钱结婚喜字堵门通用生日红包／个,福*1个,0.6,0.65,模糊匹配,C,0.9,0.9,普通商品(低毛利),1.2
【款式可选】永吉 百日之喜红包大号8.5*16.5cm加厚红包喜字通用生日红包/个,1个,3000409925987,0.2,0,0.2,【款式可选】永吉红包大号8.5x16.5cm加厚红包封压岁钱结婚喜字堵门通用生日红包／个,金榜题名*1个,0.3,0.5,模糊匹配,C,0.5,0.5,普通商品(中毛利),0.5
【款式可选永吉 红包大号8.5*16.5cm加厚红包封压岁钱结婚喜字堵门通用生日红包/个,1包（6个）,3005743387699,2.3,0,0.9,【款式可选】永吉红包大号8.5x16.5cm加厚红包封压岁钱结婚喜字堵门通用生日红包／个,福*1个,0.6,0.65,模糊匹配,C,0.9,0.9,普通商品(低毛利),1.2
【款式可选永吉 红包大号8.5*16.5cm加厚红包封压岁钱结婚喜字堵门通用生日红包/个,1个,3000224240869,0.2,0,0.2,【款式可选】永吉红包大号8.5x16.5cm加厚红包封压岁钱结婚喜字堵门通用生日红包／个,金榜题名*1个,0.3,0.5,模糊匹配,C,0.5,0.5,普通商品(中毛利),0.5
【款式可选】永吉 红包大号8.5*16.5cm加厚红包封压岁钱结婚喜字堵门通用生日红包/个,1包（6个）,3007600581110,2.3,0,0.9,【款式可选】永吉红包大号8.5x16.5cm加厚红包封压岁钱结婚喜字堵门通用生日红包／个,福*1个,0.6,0.65,模糊匹配,C,0.9,0.9,普通商品(低毛利),1.2
【款式可选】永吉 红包大号8.5*16.5cm加厚红包封压岁钱结婚喜字堵门通用生日红包/个,1个,3005963380418,0.2,0,0.2,【款式可选】永吉红包大号8.5x16.5cm加厚红包封压岁钱结婚喜字堵门通用生日红包／个,金榜题名*1个,0.3,0.5,模糊匹配,C,0.5,0.5,普通商品(中毛利),0.5
江小白 40度高粱酒300ml/瓶 小聚小饮便携包装年轻白酒,300ml*1瓶,6938514100630,34.8,0,34.1,江小白46度三人饮高粱酒500ml/瓶（1斤）,,25.9,25.9,模糊匹配,C,25.9,25.9,普通商品(低毛利),42.9
海氏海诺 一次性医用冰袋无需冷藏1份 一捏速冷冰袋物理降温退热冰敷消肿扭伤急救【规格可选】,1袋,6925923793089,2.9,0,1.4,,,,,无匹配,C,4.9,3.5,普通商品(中毛利),2.9
海氏海诺 一次性医用冰袋无需冷藏1份 一捏速冷冰袋物理降温退热冰敷消肿扭伤急救【规格可选】,6袋,3006393572718,11.0,0,8.4,,,,,无匹配,C,29.5,21.2,普通商品(中毛利),17.9
【28*38cm】烘焙隔油纸 餐盘纸薯条防油垫纸三明治美式包装纸餐纸长方形一次性托盘纸/张,28*38cm*10张,3008722613710,2.7,0,1.0,【28x38cm】烘焙隔油纸餐盘纸薯条防油垫纸三明治美式包装纸餐纸长方形一次性托盘纸／张,隔油纸*1张,0.2,0.5,模糊匹配,C,0.5,0.2,普通商品(低毛利),1.2
【28*38cm】烘焙隔油纸 餐盘纸薯条防油垫纸三明治美式包装纸餐纸长方形一次性托盘纸/张,28*38cm*1张,3000102061357,0.3,0,0.1,【28x38cm】烘焙隔油纸餐盘纸薯条防油垫纸三明治美式包装纸餐纸长方形一次性托盘纸／张,隔油纸*1张（10张起购）,2.5,0.25,模糊匹配,C,0.2,,普通商品(中毛利),0.2
【加厚材质】不锈钢烧烤签 33cm扁签烧烤针钢钎羊肉牛肉串穿串签铁签烤肉签子/份 10支装,,3004212846590,3.5,0,1.2,,,,,无匹配,C,4.2,3.2,普通商品(中毛利),2.5
热敏纸打印纸 57x50mm餐厅超市外卖专业收银纸小票纸pos打印纸无粉尘不卡纸/卷,57*50mm,3003096835546,1.5,0,0.7,热敏纸打印纸57x50mm餐厅超市外卖专业收银纸小票纸pos打印纸无粉尘不卡纸／卷,57x50mm*1卷,2.28,2.5,模糊匹配,C,2.5,2.2,普通商品(中毛利),1.5
真露 13度李子味烧酒360ml/瓶 微醺韩式甜酒浓郁李子利口酒,360ml,8801048178308,9.5,0,9.2,真露/眞露13度李子味烧酒360ml/瓶,,15.8,15.8,条码匹配,C,15.9,15.9,普通商品(低毛利),11.5
真露 13度西柚味烧酒360ml/瓶 西柚果酸平衡油腻利口甜酒追剧搭子,360ml,8801048921003,9.5,0,9.2,真露13度西柚味烧酒360ml／瓶西柚果酸平衡油腻利口甜酒追剧搭子,360ml/瓶,12.8,15.8,条码匹配,C,15.9,12.9,普通商品(低毛利),11.5
石膏板专用膨胀螺丝套装 飞机型/蝴蝶型可选塑料飞机膨胀螺丝钉蝴蝶型螺丝管膨胀自攻螺丝/个,灰色蝴蝶型5颗装,3000754890718,1.5,0,0.5,,,,,无匹配,C,1.9,1.2,普通商品(中毛利),1.2
石膏板专用膨胀螺丝套装 飞机型/蝴蝶型可选塑料飞机膨胀螺丝钉蝴蝶型螺丝管膨胀自攻螺丝/个,灰色蝴蝶型1颗,3009265071685,0.3,0,0.1,,,,,无匹配,C,0.5,0.2,普通商品(高毛利),0.2
石膏板专用膨胀螺丝套装 飞机型/蝴蝶型可选塑料飞机膨胀螺丝钉蝴蝶型螺丝管膨胀自攻螺丝/个,灰色蝴蝶型1颗*50,3005973593693,14.3,0,5.0,,,,,无匹配,C,17.5,12.5,普通商品(中毛利),10.5
石膏板专用膨胀螺丝套装 飞机型/蝴蝶型可选塑料飞机膨胀螺丝钉蝴蝶型螺丝管膨胀自攻螺丝/个,白色飞机型5颗装,3006466290211,1.5,0,0.5,,,,,无匹配,C,1.9,1.2,普通商品(中毛利),1.2
石膏板专用膨胀螺丝套装 飞机型/蝴蝶型可选塑料飞机膨胀螺丝钉蝴蝶型螺丝管膨胀自攻螺丝/个,白色飞机型1颗,3002856069511,0.3,0,0.1,,,,,无匹配,C,0.5,0.2,普通商品(高毛利),0.2
石膏板专用膨胀螺丝套装 飞机型/蝴蝶型可选塑料飞机膨胀螺丝钉蝴蝶型螺丝管膨胀自攻螺丝/个,白色飞机型1颗*50,3000218058357,14.3,0,5.0,,,,,无匹配,C,17.5,12.5,普通商品(中毛利),10.5
维达 蓝色经典手帕纸 自然无香 4层7张/包（新老包装随机）,1包,6901236343036,0.6,0,0.4,,,,,无匹配,C,1.5,1.2,普通商品(中毛利),0.9
【鸡肉+鱼籽味】网易严选猫用小满罐宠物零食罐美毛补水猫罐湿粮营养50g,50g*6,6906628570229,15.6,0,10.8,网易严选小满罐猫罐头宠物零食猫咪罐头美毛补水湿粮,50g*6罐,,15.9,模糊匹配,C,15.9,15.9,普通商品(低毛利),13.5
【鸡肉+鱼籽味】网易严选猫用小满罐宠物零食罐美毛补水猫罐湿粮营养50g,50g,3007552066758,5.2,0,1.8,网易严选小满罐猫罐头猫咪补水高肉湿粮餐盒随机口味50g,,3.8,4.9,模糊匹配,C,4.9,3.9,普通商品(中毛利),2.9
网易天成 严选浓汤红肉罐头85g/罐 金枪鸡丝成猫幼猫补水零食罐,0,6906628260540,3.9,0,3.0,,,,,无匹配,C,10.5,7.5,普通商品(中毛利),6.2
脆丁丁 涪陵榨菜开袋即食下饭菜下饭下酒小菜早餐配粥53g*8包,53克*8包,6972068532233,9.5,0,8.2,,,,,无匹配,C,28.9,20.5,普通商品(中毛利),17.5
脆丁丁 涪陵榨菜开袋即食下饭菜下饭下酒小菜早餐配粥53g*8包,53克*1包,3006718414730,1.4,0,1.1,,,,,无匹配,C,3.9,2.9,普通商品(中毛利),2.5
脉动电解质+青柠口味运动饮料600ml/瓶,600ml/瓶,6902538009101,5.0,0,3.8,脉动电解质+运动饮料600ml*3瓶,,19.8,19.8,模糊匹配,C,19.9,19.9,普通商品(高毛利),10.9
艾草香棒 强效户外香薰防虫香薰防蚊香棒艾叶防蚊虫家用庭院花园室内户外钓鱼野营用品／支,5支,3004408391613,0.7,0,0.5,,,,,无匹配,C,1.9,1.2,普通商品(中毛利),1.2
艾草香棒 强效户外香薰防虫香薰防蚊香棒艾叶防蚊虫家用庭院花园室内户外钓鱼野营用品／支,1支,3000683925857,0.3,0,0.1,,,,,无匹配,C,0.5,0.2,普通商品(高毛利),0.2
花王蒸汽眼罩热敷（玫瑰型）12片/盒,12片,4901301348098,29.4,0,18.4,花王蒸汽眼罩热敷（玫瑰型）12片/盒,1片,8.19,8.19,模糊匹配,C,8.2,8.2,普通商品(低毛利),22.9
花王蒸汽眼罩热敷（玫瑰型）12片/盒,1片,3000400599019,2.7,0,1.6,花王蒸汽眼罩热敷（玫瑰型）12片/盒,1片,8.19,8.19,模糊匹配,C,8.2,8.2,普通商品(高毛利),4.5
【简易安装】被子固定器 床单防滑被套扣安全夹子棉被防跑被罩可拆卸可重复使用家用学生宿舍/个,【颜色随机 被套夹*8个,3006530785810,7.3,0,4.0,【简易安装】被子固定器床单防滑被套扣安全夹子棉被防跑被罩可拆卸可重复使用家用学生宿舍／个,【颜色随机被套夹*1个】,0.28,1.5,模糊匹配,C,1.5,0.2,普通商品(低毛利),5.2
【简易安装】被子固定器 床单防滑被套扣安全夹子棉被防跑被罩可拆卸可重复使用家用学生宿舍/个,【颜色随机 被套夹*1个】,3001627399574,0.9,0,0.5,【简易安装】被子固定器床单防滑被套扣安全夹子棉被防跑被罩可拆卸可重复使用家用学生宿舍／个,【颜色随机被套夹*1个起购8个】,9.76,1.28,模糊匹配,C,1.2,,普通商品(中毛利),0.9
重庆啤酒8度国宾啤酒500ml*3听黄啤,500ml*3,3004917269748,15.2,0,12.6,重庆啤酒8°P国宾啤酒500ml*12听/箱,,68.0,68.0,模糊匹配,C,68.2,68.2,普通商品(高毛利),36.2
重庆啤酒 9.5°P国宾醇麦啤酒 500ml/听,500ml,6903133771875,5.0,0,4.2,重庆啤酒8°P国宾啤酒500ml／听纯真重庆味道啤酒,500ml/听,5.9,6.0,模糊匹配,C,6.2,5.9,普通商品(低毛利),5.2
12寸网红金属气球 银色气球金属色表白求婚氛围生日派对婚庆装饰加厚乳胶气球/个,10个装,3003597946673,4.0,0,1.4,,,,,无匹配,C,4.9,3.5,普通商品(中毛利),2.9
12寸网红金属气球 银色气球金属色表白求婚氛围生日派对婚庆装饰加厚乳胶气球/个,1个装,3007705922733,0.5,0,0.2,红石榴双层气球10寸双层石榴红乳胶气球表白求婚结婚生日派对装饰婚庆用品告白宝石红气球／个,红石榴气球*1个,0.35,0.5,模糊匹配,C,0.5,0.5,普通商品(中毛利),0.5
12寸网红金属气球 银色气球金属色表白求婚氛围生日派对婚庆装饰加厚乳胶气球/个,50个装*1,3007381070360,14.4,0,6.9,红石榴双层气球10寸双层石榴红乳胶气球表白求婚结婚生日派对装饰婚庆用品告白宝石红气球／个,红石榴气球50个*1包,16.5,18.0,模糊匹配,C,18.2,16.5,普通商品(中毛利),10.9
